-1.000000e+00   1.000000e+00
-9.000000e-01   6.561000e-01
-8.000000e-01   4.096000e-01
-7.000000e-01   2.401000e-01
-6.000000e-01   1.296000e-01
-5.000000e-01   6.250000e-02
-4.000000e-01   2.560000e-02
-3.000000e-01   8.100000e-03
-2.000000e-01   1.600000e-03
-1.000000e-01   1.000000e-04
-2.220446e-16   2.430865e-63
 1.000000e-01   1.000000e-04
 2.000000e-01   1.600000e-03
 3.000000e-01   8.100000e-03
 4.000000e-01   2.560000e-02
 5.000000e-01   6.250000e-02
 6.000000e-01   1.296000e-01
 7.000000e-01   2.401000e-01
 8.000000e-01   4.096000e-01
 9.000000e-01   6.561000e-01
 1.000000e+00   1.000000e+00
