-1.000000e+00   0.000000e+00
-9.000000e-01  -3.146590e-01
-8.000000e-01  -5.074560e-01
-7.000000e-01  -6.324510e-01
-6.000000e-01  -7.229440e-01
-5.000000e-01  -7.968750e-01
-4.000000e-01  -8.615040e-01
-3.000000e-01  -9.173710e-01
-2.000000e-01  -9.615360e-01
-1.000000e-01  -9.900990e-01
-2.220446e-16  -1.000000e+00
 1.000000e-01  -9.900990e-01
 2.000000e-01  -9.615360e-01
 3.000000e-01  -9.173710e-01
 4.000000e-01  -8.615040e-01
 5.000000e-01  -7.968750e-01
 6.000000e-01  -7.229440e-01
 7.000000e-01  -6.324510e-01
 8.000000e-01  -5.074560e-01
 9.000000e-01  -3.146590e-01
 1.000000e+00  -1.776357e-15
