-1.000000e+00   3.678794e-01
-9.000000e-01   4.448581e-01
-8.000000e-01   5.272924e-01
-7.000000e-01   6.126264e-01
-6.000000e-01   6.976763e-01
-5.000000e-01   7.788008e-01
-4.000000e-01   8.521438e-01
-3.000000e-01   9.139312e-01
-2.000000e-01   9.607894e-01
-1.000000e-01   9.900498e-01
 0.000000e+00   1.000000e+00
 1.000000e-01   9.900498e-01
 2.000000e-01   9.607894e-01
 3.000000e-01   9.139312e-01
 4.000000e-01   8.521438e-01
 5.000000e-01   7.788008e-01
 6.000000e-01   6.976763e-01
 7.000000e-01   6.126264e-01
 8.000000e-01   5.272924e-01
 9.000000e-01   4.448581e-01
 1.000000e+00   3.678794e-01
